flat_id,row_i,q_i,gold,is_mc,question_type,target_predicate_guess,target_score,answer_explanation_mismatch,has_direct_fol_conflict,grammar_flags,expected_verifier_rules,question
generated_v4style_300_63_1,63,1,No,False,existential,IdentifiesGap,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one researcher identifies a research gap."
generated_v4style_300_64_0,64,0,Yes,False,universal,EarnsCredit,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students earns course credit?
generated_v4style_300_64_1,64,1,No,False,existential,QualifiesForDegree,0.3333333333333333,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student degree?
generated_v4style_300_65_0,65,0,Yes,False,universal,PassesCodeReview,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all developers code review?
generated_v4style_300_65_1,65,1,No,False,existential,MergesBranch,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one developer branch?
generated_v4style_300_66_0,66,0,Unknown,False,universal,CatalogsNewBooks,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all librarians catalogs new books?
generated_v4style_300_66_1,66,1,Unknown,False,universal,NotifiesPatrons,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all librarians notifies patrons?
generated_v4style_300_67_0,67,0,C,True,mc,ProvidesFeedback,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every mentor schedules a session.
B. At least one mentor reviews the mentee's work.
C. No mentor schedules a session.
D. Some mentors provides feedback."
generated_v4style_300_67_1,67,1,No,False,existential,ReviewsMenteeWork,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one mentor reviews the mentee's work."
generated_v4style_300_68_0,68,0,A,True,mc,CompletesLabWork,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one student passes the lab component.
B. Every student passes the lab component.
C. No student passes the lab component.
D. At least one student completes the lab work, but nothing about passes the lab component."
generated_v4style_300_68_1,68,1,Yes,False,universal,ObtainsDiploma,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student obtains the diploma."
generated_v4style_300_69_0,69,0,B,True,mc,CompletesGroupProject,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every student joins the study group.
B. It cannot be determined whether every student joins the study group.
C. No student joins the study group.
D. Every student who completes the group project must joins."
generated_v4style_300_69_1,69,1,Unknown,False,other_ynu,CompletesGroupProject,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a student completes the group project, then the student joins the study group."
generated_v4style_300_70_0,70,0,Yes,False,universal,GradesAssignments,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all teachers assignments?
generated_v4style_300_70_1,70,1,Unknown,False,universal,CompletesAcademicTerm,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers academic term?
generated_v4style_300_71_0,71,0,Yes,False,universal,DesignsStudy,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all researchers designs a study?
generated_v4style_300_71_1,71,1,No,False,existential,CollectsData,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher collects data?
generated_v4style_300_72_0,72,0,B,True,mc,CatalogsNewBooks,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every librarian catalogs new books.
B. It cannot be determined whether every librarian catalogs new books.
C. No librarian catalogs new books.
D. Every librarian who notifies patrons must catalogs."
generated_v4style_300_72_1,72,1,Unknown,False,other_ynu,CatalogsNewBooks,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a librarian notifies patrons, then the librarian catalogs new books."
generated_v4style_300_73_0,73,0,Yes,False,universal,BuildsModel,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all analysts builds a model?
generated_v4style_300_73_1,73,1,Unknown,False,universal,DeliversReport,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all analysts report?
generated_v4style_300_74_0,74,0,B,True,mc,CatalogsNewBooks,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every librarian catalogs new books.
B. It cannot be determined whether every librarian catalogs new books.
C. No librarian catalogs new books.
D. Every librarian who notifies patrons must catalogs."
generated_v4style_300_74_1,74,1,Unknown,False,other_ynu,CatalogsNewBooks,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a librarian notifies patrons, then the librarian catalogs new books."
generated_v4style_300_75_0,75,0,B,True,mc,GradesAssignments,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one teacher prepares the curriculum.
B. No teacher prepares the curriculum.
C. Every teacher grades the assignments.
D. At least one teacher grades the assignments."
generated_v4style_300_75_1,75,1,Unknown,False,universal,SubmitsGradeReport,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every teacher submits the grade report."
generated_v4style_300_76_0,76,0,No,False,existential,JoinsStudyGroup,0.6666666666666666,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student study group?
generated_v4style_300_76_1,76,1,Yes,False,universal,FulfilsTeamworkRequirement,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students teamwork requirement?
generated_v4style_300_77_0,77,0,Yes,False,universal,SubmitsAllAssignments,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students submits all assignments?
generated_v4style_300_77_1,77,1,No,False,existential,AchievesHighGPA,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one student achieves a high GPA?
generated_v4style_300_78_0,78,0,Yes,False,universal,PassesLabComponent,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students lab component?
generated_v4style_300_78_1,78,1,Unknown,False,universal,ObtainsDiploma,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students diploma?
generated_v4style_300_79_0,79,0,Yes,False,universal,DesignsStudy,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all researchers designs a study?
generated_v4style_300_79_1,79,1,No,False,existential,CollectsData,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher collects data?
generated_v4style_300_80_0,80,0,Yes,False,universal,AssistsWithActivities,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers assists with activities?
generated_v4style_300_80_1,80,1,Unknown,False,universal,ReceivesCommunityAward,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all volunteers receives a community award?
generated_v4style_300_81_0,81,0,C,True,mc,ConductsExperiment,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every researcher writes a research proposal.
B. At least one researcher receives a grant.
C. No researcher writes a research proposal.
D. Some researchers conducts experiments."
generated_v4style_300_81_1,81,1,No,False,existential,ReceivesGrant,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one researcher receives a grant."
generated_v4style_300_82_0,82,0,D,True,mc,CompletesOrientation,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No participant completes the orientation.
B. Every participant completes the orientation.
C. At least one participant completes the orientation.
D. It cannot be determined whether any participant completes the orientation."
generated_v4style_300_82_1,82,1,Unknown,False,universal_negative,CompletesOrientation,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No participant completes the orientation."
generated_v4style_300_83_0,83,0,C,True,mc,CompletesGroupProject,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student joins the study group.
B. At least one student participates in discussion.
C. No student joins the study group.
D. Some students completes the group project."
generated_v4style_300_83_1,83,1,No,False,existential,ParticipatesInDiscussion,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student participates in discussion."
generated_v4style_300_84_0,84,0,Yes,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all interns receives mentor feedback?
generated_v4style_300_84_1,84,1,Unknown,False,universal,GetsReturnOffer,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns gets a return offer?
generated_v4style_300_85_0,85,0,B,True,mc,ClearsInterview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every candidate submits the application.
B. It cannot be determined whether every candidate submits the application.
C. No candidate submits the application.
D. Every candidate who clears the interview must submits."
generated_v4style_300_85_1,85,1,Unknown,False,other_ynu,ClearsInterview,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a candidate clears the interview, then the candidate submits the application."
generated_v4style_300_86_0,86,0,A,True,mc,QualifiesForDegree,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student qualifies for the degree.
B. No student qualifies for the degree.
C. Only some students qualifies for the degree.
D. The premises do not support any conclusion about qualifiesing."
generated_v4style_300_86_1,86,1,Yes,False,universal,EarnsCredit,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student earns course credit."
generated_v4style_300_87_0,87,0,B,True,mc,JoinsTeam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one intern joins the team.
B. No intern joins the team.
C. Every intern receives mentor feedback.
D. At least one intern receives mentor feedback."
generated_v4style_300_87_1,87,1,Unknown,False,universal,WritesInternshipReport,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every intern writes the internship report."
generated_v4style_300_88_0,88,0,A,True,mc,PassesCodeReview,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one developer passes the code review.
B. Every developer passes the code review.
C. No developer passes the code review.
D. At least one developer writes the code, but nothing about passes the code review."
generated_v4style_300_88_1,88,1,Yes,False,universal,DeploysToProduction,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every developer deploys to production."
generated_v4style_300_89_0,89,0,Unknown,False,universal,AttendsAllLectures,0.3333333333333333,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students course?
generated_v4style_300_89_1,89,1,Unknown,False,universal,SubmitsAllAssignments,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students submits all assignments?
generated_v4style_300_90_0,90,0,Yes,False,universal,SolvesProblems,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students problems?
generated_v4style_300_90_1,90,1,Unknown,False,universal,ReceivesHonors,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students receives honors?
generated_v4style_300_91_0,91,0,Yes,False,universal,SolvesProblems,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students problems?
generated_v4style_300_91_1,91,1,No,False,existential,PerformsWellOnExam,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student exam?
generated_v4style_300_92_0,92,0,A,True,mc,MergesBranch,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every developer merges the branch.
B. No developer merges the branch.
C. Only some developers merges the branch.
D. The premises do not support any conclusion about mergesing."
generated_v4style_300_92_1,92,1,Yes,False,universal,PassesCodeReview,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every developer passes the code review."
generated_v4style_300_93_0,93,0,C,True,mc,DesignsStudy,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every researcher reads the literature.
B. At least one researcher identifies a research gap.
C. No researcher reads the literature.
D. Some researchers designs a study."
generated_v4style_300_93_1,93,1,No,False,existential,IdentifiesGap,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one researcher identifies a research gap."
generated_v4style_300_94_0,94,0,Yes,False,universal,SubmitsPortfolio,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all trainees submits a portfolio?
generated_v4style_300_94_1,94,1,Unknown,False,universal,JoinsProfessionalBody,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all trainees professional body?
generated_v4style_300_95_0,95,0,B,True,mc,CompletesOnboarding,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one employee completes the onboarding program.
B. No employee completes the onboarding program.
C. Every employee receives full benefits.
D. At least one employee receives full benefits."
generated_v4style_300_95_1,95,1,Unknown,False,universal,EligibleForPromotion,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every employee is eligible for promotion."
generated_v4style_300_96_0,96,0,Yes,False,universal,GradesAssignments,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all teachers assignments?
generated_v4style_300_96_1,96,1,Unknown,False,universal,CompletesAcademicTerm,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers academic term?
generated_v4style_300_97_0,97,0,B,True,mc,CompletesCoursework,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one student completes the coursework.
B. No student completes the coursework.
C. Every student earns course credit.
D. At least one student earns course credit."
generated_v4style_300_97_1,97,1,Unknown,False,universal,QualifiesForDegree,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every student qualifies for the degree."
generated_v4style_300_98_0,98,0,Yes,False,universal,CompletesGroupProject,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all students group project?
generated_v4style_300_98_1,98,1,Unknown,False,universal,FulfilsTeamworkRequirement,0.6666666666666666,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students teamwork requirement?
generated_v4style_300_99_0,99,0,Yes,False,universal,FinishesAllModules,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all participants finishes all modules?
generated_v4style_300_99_1,99,1,No,False,existential,PassesCertificationExam,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one participant certification exam?
generated_v4style_300_100_0,100,0,Yes,False,universal,BuildsModel,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all analysts builds a model?
generated_v4style_300_100_1,100,1,No,False,existential,ValidatesResults,0.5,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one analyst results?
generated_v4style_300_101_0,101,0,Unknown,False,universal,JoinsTeam,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns team?
generated_v4style_300_101_1,101,1,Unknown,False,universal,ReceivesMentorFeedback,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all interns receives mentor feedback?
generated_v4style_300_102_0,102,0,Unknown,False,universal,WritesProposal,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers writes a research proposal?
generated_v4style_300_102_1,102,1,Unknown,False,universal,ConductsExperiment,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers conducts experiments?
generated_v4style_300_103_0,103,0,Yes,False,universal,AssistsWithActivities,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers assists with activities?
generated_v4style_300_103_1,103,1,No,False,existential,LogsServiceHours,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one volunteer logs service hours?
generated_v4style_300_104_0,104,0,C,True,mc,BuildsModel,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every analyst gathers the requirements.
B. At least one analyst documents the findings.
C. No analyst gathers the requirements.
D. Some analysts builds a model."
generated_v4style_300_104_1,104,1,No,False,existential,DocumentsFindings,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one analyst documents the findings."
generated_v4style_300_105_0,105,0,B,True,mc,AttendsComplianceTraining,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one employee attends compliance training.
B. No employee attends compliance training.
C. Every employee receives security clearance.
D. At least one employee receives security clearance."
generated_v4style_300_105_1,105,1,Unknown,False,universal,AccessesSensitiveData,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every employee accesses sensitive data."
generated_v4style_300_106_0,106,0,A,True,mc,CompletesGroupProject,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one student completes the group project.
B. Every student completes the group project.
C. No student completes the group project.
D. At least one student joins the study group, but nothing about completes the group project."
generated_v4style_300_106_1,106,1,Yes,False,universal,FulfilsTeamworkRequirement,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student fulfils the teamwork requirement."
generated_v4style_300_107_0,107,0,B,True,mc,RegistersForExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every student registers for the exam.
B. It cannot be determined whether every student registers for the exam.
C. No student registers for the exam.
D. Every student who reviews mistakes must registers."
generated_v4style_300_107_1,107,1,Unknown,False,other_ynu,RegistersForExam,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a student reviews mistakes, then the student registers for the exam."
generated_v4style_300_108_0,108,0,Yes,False,universal,ProvidesFeedback,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all mentors provides feedback?
generated_v4style_300_108_1,108,1,No,False,existential,SetsDevelopmentGoals,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one mentor sets development goals?
generated_v4style_300_109_0,109,0,A,True,mc,EarnsCertificate,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every trainee earns a certificate.
B. No trainee earns a certificate.
C. Only some trainees earns a certificate.
D. The premises do not support any conclusion about earnsing."
generated_v4style_300_109_1,109,1,Yes,False,universal,SubmitsPortfolio,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every trainee submits a portfolio."
generated_v4style_300_110_0,110,0,A,True,mc,EligibleForPromotion,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every employee is eligible for promotion.
B. No employee is eligible for promotion.
C. Only some employees is eligible for promotion.
D. The premises do not support any conclusion about ising."
generated_v4style_300_110_1,110,1,Yes,False,universal,ReceivesFullBenefits,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every employee receives full benefits."
generated_v4style_300_111_0,111,0,A,True,mc,ValidatesResults,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every analyst validates the results.
B. No analyst validates the results.
C. Only some analysts validates the results.
D. The premises do not support any conclusion about validatesing."
generated_v4style_300_111_1,111,1,Yes,False,universal,BuildsModel,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every analyst builds a model."
generated_v4style_300_112_0,112,0,D,True,mc,DeliversLectures,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No teacher delivers the lectures.
B. Every teacher delivers the lectures.
C. At least one teacher delivers the lectures.
D. It cannot be determined whether any teacher delivers the lectures."
generated_v4style_300_112_1,112,1,Unknown,False,universal_negative,DeliversLectures,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No teacher delivers the lectures."
generated_v4style_300_113_0,113,0,Yes,False,universal,CompletesGroupProject,0.6666666666666666,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students group project?
generated_v4style_300_113_1,113,1,No,False,existential,ReceivesGroupGrade,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student group grade?
generated_v4style_300_114_0,114,0,Unknown,False,universal,ParticipatesInSeminar,0.6666666666666666,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all trainees seminar?
generated_v4style_300_114_1,114,1,Unknown,False,universal,SubmitsPortfolio,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all trainees submits a portfolio?
generated_v4style_300_115_0,115,0,Yes,False,universal,DesignsStudy,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all researchers designs a study?
generated_v4style_300_115_1,115,1,Unknown,False,universal,PublishesPaper,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers publishes a paper?
generated_v4style_300_116_0,116,0,Yes,False,universal,ReceivesFullBenefits,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives full benefits?
generated_v4style_300_116_1,116,1,Unknown,False,universal,LeadsProject,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees leads a project?
generated_v4style_300_117_0,117,0,Yes,False,universal,AssistsWithActivities,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers assists with activities?
generated_v4style_300_117_1,117,1,No,False,existential,LogsServiceHours,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one volunteer logs service hours?
generated_v4style_300_118_0,118,0,A,True,mc,SetsDevelopmentGoals,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every mentor sets development goals.
B. No mentor sets development goals.
C. Only some mentors sets development goals.
D. The premises do not support any conclusion about setsing."
generated_v4style_300_118_1,118,1,Yes,False,universal,ProvidesFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every mentor provides feedback."
generated_v4style_300_119_0,119,0,B,True,mc,AttendsComplianceTraining,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every employee attends compliance training.
B. It cannot be determined whether every employee attends compliance training.
C. No employee attends compliance training.
D. Every employee who receives security clearance must attends."
generated_v4style_300_119_1,119,1,Unknown,False,other_ynu,AttendsComplianceTraining,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an employee receives security clearance, then the employee attends compliance training."
generated_v4style_300_120_0,120,0,No,False,existential,SubmitsApplication,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one candidate application?
generated_v4style_300_120_1,120,1,Yes,False,universal,StartsPosition,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all candidates position?
generated_v4style_300_121_0,121,0,A,True,mc,ProcessesReservations,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every librarian processes reservations.
B. No librarian processes reservations.
C. Only some librarians processes reservations.
D. The premises do not support any conclusion about processesing."
generated_v4style_300_121_1,121,1,Yes,False,universal,NotifiesPatrons,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every librarian notifies patrons."
generated_v4style_300_122_0,122,0,No,False,existential,GathersRequirements,0.5,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one analyst requirements?
generated_v4style_300_122_1,122,1,Yes,False,universal,DeliversReport,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all analysts report?
generated_v4style_300_123_0,123,0,Unknown,False,universal,SignsUpForEvent,0.25,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all volunteers event?
generated_v4style_300_123_1,123,1,Unknown,False,universal,AssistsWithActivities,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all volunteers assists with activities?
generated_v4style_300_124_0,124,0,Yes,False,universal,PassesCodeReview,0.6666666666666666,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all developers code review?
generated_v4style_300_124_1,124,1,Unknown,False,universal,DeploysToProduction,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all developers deploys to production?
generated_v4style_300_125_0,125,0,Yes,False,universal,FinishesAllModules,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all participants finishes all modules?
generated_v4style_300_125_1,125,1,Unknown,False,universal,ObtainsProfessionalLicense,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all participants obtains a professional license?
generated_v4style_300_126_0,126,0,Unknown,False,universal,AttendsComplianceTraining,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees attends compliance training?
generated_v4style_300_126_1,126,1,Unknown,False,universal,ReceivesClearance,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees receives security clearance?
generated_v4style_300_127_0,127,0,Yes,False,universal,ReceivesFullBenefits,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives full benefits?
generated_v4style_300_127_1,127,1,No,False,existential,EligibleForPromotion,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee is eligible for promotion?
generated_v4style_300_128_0,128,0,B,True,mc,ProvidesFeedback,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every mentor schedules a session.
B. It cannot be determined whether every mentor schedules a session.
C. No mentor schedules a session.
D. Every mentor who provides feedback must schedules."
generated_v4style_300_128_1,128,1,Unknown,False,other_ynu,ProvidesFeedback,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a mentor provides feedback, then the mentor schedules a session."
generated_v4style_300_129_0,129,0,Yes,False,universal,FinishesAllModules,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all participants finishes all modules?
generated_v4style_300_129_1,129,1,Unknown,False,universal,ObtainsProfessionalLicense,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all participants obtains a professional license?
generated_v4style_300_130_0,130,0,B,True,mc,CompletesLabWork,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one student completes the lab work.
B. No student completes the lab work.
C. Every student passes the lab component.
D. At least one student passes the lab component."
